,web_browser,operating_sys,from_URL,to_URL,city,time_zone,longitude,latitude,time_in,time_out
505,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,33.953201,-84.5177,2009-10-17 08:57:26,2012-03-16 18:48:02
506,Mozilla/5.0,iPad,direct,www.nysdot.gov,Richland,America/New_York,32.094501,-84.657997,2011-10-25 17:25:56,2012-03-16 18:48:06
507,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:48:06
509,Mozilla/4.0,Windows,www.sec.gov,publications.usa.gov,San Diego,America/Los_Angeles,32.797699,-117.132202,2011-09-10 02:58:06,2012-03-16 18:48:06
510,Mozilla/5.0,Windows,direct,www.nwrfc.noaa.gov,Kihei,Pacific/Honolulu,20.6989,-156.442993,2012-01-19 20:48:03,2012-03-16 18:48:08
511,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Istanbul,Asia/Istanbul,41.0186,28.964701,2012-03-16 18:34:14,2012-03-16 18:48:08
512,Mozilla/5.0,iPad,direct,www.michigan.gov,Traverse City,America/New_York,44.795101,-85.649803,2012-03-16 12:31:26,2012-03-16 18:48:10
513,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Bangkok,Asia/Bangkok,13.75,100.516701,2012-03-16 18:34:14,2012-03-16 18:48:09
514,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Fredericksburg,America/New_York,38.302299,-77.484703,2012-03-16 18:34:14,2012-03-16 18:48:10
515,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,San Francisco,America/Los_Angeles,37.7645,-122.429398,2011-10-25 17:25:56,2012-03-16 18:48:10
517,Mozilla/5.0,iPad,twitter.com,www.michigan.gov,Traverse City,America/New_York,44.795101,-85.649803,2012-03-16 12:31:26,2012-03-16 18:48:09
518,Mozilla/4.0,Windows,direct,answers.usa.gov,Savannah,America/New_York,32.043301,-81.116699,2011-04-07 15:16:09,2012-03-16 18:48:13
519,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:36:09,2012-03-16 18:48:15
522,Mozilla/5.0,Windows,direct,brown.senate.gov,Potomac,America/New_York,39.027401,-77.236504,2012-03-16 18:48:05,2012-03-16 18:48:15
523,Mozilla/5.0,Windows,direct,www.nysdot.gov,Webster,America/New_York,43.218601,-77.449402,2011-10-25 17:25:56,2012-03-16 18:48:17
525,Mozilla/5.0,Windows,t.co,www.nasa.gov,Mississauga,America/Rainy_River,43.150002,-79.5,2012-03-16 14:30:47,2012-03-16 18:48:18
526,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,33.953201,-84.5177,2009-10-17 08:57:26,2012-03-16 18:48:21
527,Mozilla/5.0,iPhone,direct,www.nps.gov,Bronx,America/New_York,40.849899,-73.8769,2012-03-16 18:39:53,2012-03-16 18:48:22
528,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hallandale,America/New_York,25.9863,-80.151802,2011-10-25 17:25:56,2012-03-16 18:48:22
529,Mozilla/4.0,Windows,direct,www.fda.gov,Paramus,America/New_York,40.9445,-74.07,2011-03-28 07:47:59,2012-03-16 18:48:24
530,Mozilla/5.0,Windows,direct,travel.state.gov,Decatur,America/Chicago,34.572701,-86.940598,2012-03-08 17:23:37,2012-03-16 18:48:25
531,Mozilla/5.0,iPhone,direct,www.mass.gov,Cambridge,America/New_York,42.380001,-71.132896,2012-03-16 18:00:05,2012-03-16 18:48:25
535,Mozilla/5.0,iPod,direct,www.usace.army.mil,Ajax,America/Rainy_River,43.849998,-79.016701,2012-03-16 18:47:48,2012-03-16 18:48:29
536,Mozilla/5.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,33.953201,-84.5177,2009-10-17 08:57:26,2012-03-16 18:48:31
539,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:48:34
540,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,33.953201,-84.5177,2009-10-17 08:57:26,2012-03-16 18:48:34
541,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hallandale,America/New_York,25.9863,-80.151802,2011-10-25 17:25:56,2012-03-16 18:48:35
542,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:37:42,2012-03-16 18:48:36
543,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:48:34
545,Mozilla/5.0,Windows,direct,www.nysdot.gov,Laurel,America/New_York,39.096699,-76.877899,2011-10-25 17:25:56,2012-03-16 18:48:36
546,Mozilla/5.0,Ubuntu,plus.url.google.com,www.nasa.gov,Santos,America/Sao_Paulo,-23.950001,-46.333302,2012-03-16 18:34:14,2012-03-16 18:48:37
547,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hallandale,America/New_York,25.9863,-80.151802,2011-10-25 17:25:56,2012-03-16 18:48:40
548,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Washington,America/New_York,38.908501,-77.0177,2011-10-25 17:25:56,2012-03-16 18:48:40
549,Mozilla/5.0,Windows,t.co,www.ankenyiowa.gov,Columbus,America/New_York,39.996799,-82.988197,2012-03-16 18:26:03,2012-03-16 18:48:43
550,Mozilla/5.0,Windows,direct,cbo.gov,Lorton,America/New_York,38.691101,-77.206001,2012-03-16 14:55:06,2012-03-16 18:48:43
551,Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,Melville,America/New_York,40.785,-73.406197,2012-03-14 18:23:49,2012-03-16 18:48:45
552,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,33.953201,-84.5177,2009-10-17 08:57:26,2012-03-16 18:48:46
555,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Moscow,Europe/Moscow,55.752201,37.615601,2012-03-16 18:34:14,2012-03-16 18:48:46
556,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Upper Marlboro,America/New_York,38.835701,-76.773804,2012-03-16 18:34:14,2012-03-16 18:48:47
558,Mozilla/5.0,Windows,t.co,www.ncbi.nlm.nih.gov,Burnaby,America/Vancouver,49.25,-122.949997,2011-06-21 18:03:35,2012-03-16 18:48:48
559,Mozilla/5.0,Macintosh,t.co,apod.nasa.gov,SCaetano Do Sul,America/Sao_Paulo,-23.6,-46.5667,2012-03-16 18:37:48,2012-03-16 18:48:50
561,Mozilla/4.0,Windows,direct,public.health.oregon.gov,Portland,America/Los_Angeles,45.547901,-122.501503,2011-12-14 23:13:13,2012-03-16 18:48:52
562,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:48:51
563,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:48:52
564,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:48:53
565,Mozilla/5.0,Windows,direct,www.nysdot.gov,Savannah,America/New_York,31.997101,-80.9645,2011-10-25 17:25:56,2012-03-16 18:48:55
566,Mozilla/4.0,Windows,direct,www.fmcsa.dot.gov,Bellows Falls,America/New_York,43.1731,-72.495697,2012-01-13 19:34:28,2012-03-16 18:48:56
567,Mozilla/5.0,iPhone,twitter.com,www.fda.gov,Cleveland,America/Chicago,30.365101,-95.067398,2012-03-16 16:45:02,2012-03-16 18:48:57
568,Mozilla/5.0,iPhone,twitter.com,nces.ed.gov,Syracuse,America/New_York,43.051399,-76.149498,2010-12-01 14:50:38,2012-03-16 18:48:58
569,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Surrey,America/Vancouver,49.136398,-122.821297,2012-03-16 18:34:14,2012-03-16 18:48:59
571,Mozilla/5.0,Windows,www.facebook.com,www.drugabuse.gov,Denville,America/New_York,40.884102,-74.486298,2012-01-19 11:20:33,2012-03-16 18:49:01
572,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-01-27 09:34:37,2012-03-16 18:49:01
574,Mozilla/5.0,Macintosh,t.co,www.ed.gov,West Palm Beach,America/New_York,26.719999,-80.070198,2012-03-16 12:37:30,2012-03-16 18:49:02
575,Mozilla/5.0,Macintosh,hootsuite.com,www.kingcounty.gov,Federal Way,America/Los_Angeles,47.305801,-122.346001,2012-03-02 23:34:57,2012-03-16 18:49:01
576,Mozilla/5.0,Windows,direct,www.nysdot.gov,Beatrice,America/Chicago,40.255299,-96.7089,2011-10-25 17:25:56,2012-03-16 18:49:02
577,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:49:03
578,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:49:04
579,Mozilla/5.0,iPhone,m.facebook.com,www.nasa.gov,New Haven,America/New_York,41.3111,-72.924103,2012-03-16 18:34:14,2012-03-16 18:49:05
580,Mozilla/4.0,Windows,www.facebook.com,www.whitehouse.gov,Los Angeles,America/Los_Angeles,34.041599,-118.298798,2012-03-15 15:11:58,2012-03-16 18:49:04
582,Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,Wyoming,America/New_York,42.8988,-85.705902,2012-03-16 13:29:58,2012-03-16 18:49:07
583,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Fitchburg,America/New_York,42.590801,-71.805496,2012-03-16 18:34:14,2012-03-16 18:49:08
584,Mozilla/5.0,Windows,direct,www.whitehouse.gov,Lorton,America/New_York,38.691101,-77.206001,2012-03-16 00:08:47,2012-03-16 18:49:08
585,Mozilla/4.0,Windows,t.co,agriculture.house.gov,Raymond,America/Chicago,39.3144,-89.613503,2012-03-16 18:22:07,2012-03-16 18:49:09
586,Mozilla/5.0,Windows,direct,www.nysdot.gov,Palo Alto,America/Los_Angeles,37.376202,-122.182602,2011-10-25 17:25:56,2012-03-16 18:49:09
587,Mozilla/5.0,Macintosh,t.co,www.fda.gov,Richardson,America/Chicago,32.972198,-96.737602,2012-03-16 16:45:02,2012-03-16 18:49:10
588,Mozilla/5.0,iPhone,direct,agriculture.house.gov,Middletown,America/Chicago,40.0989,-89.548798,2012-03-16 18:22:07,2012-03-16 18:49:12
589,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Stafford,America/New_York,38.433601,-77.388702,2012-03-16 18:34:14,2012-03-16 18:49:13
590,Mozilla/5.0,Windows,direct,www.whitehouse.gov,Lorton,America/New_York,38.691101,-77.206001,2012-03-16 00:08:47,2012-03-16 18:49:14
591,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,Alameda,America/Los_Angeles,37.773499,-122.278801,2011-10-25 17:25:56,2012-03-16 18:49:13
593,Mozilla/5.0,Macintosh,t.co,www.fda.gov,Cincinnati,America/New_York,39.163898,-84.451599,2012-03-16 16:45:02,2012-03-16 18:49:15
594,Mozilla/5.0,Windows,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,34.010399,-84.623901,2009-10-17 08:57:26,2012-03-16 18:49:15
596,Mozilla/5.0,Windows,hootsuite.com,www.whitehouse.gov,Washington,America/New_York,38.8932,-77.049004,2012-03-16 18:14:19,2012-03-16 18:49:18
599,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Burgas,Europe/Sofia,42.5,27.4667,2012-03-16 18:34:14,2012-03-16 18:49:18
601,Mozilla/5.0,Windows,direct,www.nysdot.gov,Acworth,America/New_York,34.026402,-84.699799,2011-10-25 17:25:56,2012-03-16 18:49:19
602,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:42:02,2012-03-16 18:49:22
604,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Rome,Europe/Rome,41.900002,12.4833,2012-03-16 18:34:14,2012-03-16 18:49:24
605,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Marietta,America/New_York,33.953201,-84.5177,2009-10-17 08:57:26,2012-03-16 18:49:26
606,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Bogot,America/Bogota,4.6,-74.083298,2012-03-16 18:34:14,2012-03-16 18:49:25
607,Mozilla/5.0,Linux,t.co,www.wv.gov,Fremont,America/New_York,41.359798,-83.125504,2012-03-16 12:36:54,2012-03-16 18:49:26
610,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Cairo,Africa/Cairo,30.049999,31.25,2012-03-16 18:34:14,2012-03-16 18:49:30
611,Mozilla/5.0,Linux,direct,www.cbo.gov,Vero Beach,America/New_York,27.658701,-80.460999,2012-03-13 18:56:32,2012-03-16 18:49:33
612,Mozilla/5.0,iPad,m.facebook.com,apps.mhf.dod.mil,Federal Way,America/Los_Angeles,47.305801,-122.346001,2012-03-16 15:22:27,2012-03-16 18:49:34
613,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:49:35
614,Mozilla/5.0,Windows,direct,www.nysdot.gov,San Jose,America/Los_Angeles,37.2183,-121.753899,2011-10-25 17:25:56,2012-03-16 18:49:36
615,Mozilla/4.0,Windows,direct,public.health.oregon.gov,Portland,America/Los_Angeles,45.547901,-122.501503,2011-12-14 23:13:13,2012-03-16 18:49:37
616,Mozilla/5.0,Windows,direct,www.nysdot.gov,Philadelphia,America/New_York,39.996799,-75.148499,2011-10-25 17:25:56,2012-03-16 18:49:36
619,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:44:28,2012-03-16 18:49:47
622,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:49:48
623,Mozilla/5.0,iPad,direct,www.nysdot.gov,Richland,America/New_York,32.094501,-84.657997,2011-10-25 17:25:56,2012-03-16 18:49:50
625,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Bristow,America/New_York,38.740501,-77.562103,2012-03-16 13:50:29,2012-03-16 18:49:53
626,Mozilla/4.0,Windows,www.facebook.com,www.nd.gov,West Fargo,America/Chicago,46.891399,-96.929398,2012-03-16 14:55:54,2012-03-16 18:49:54
627,Mozilla/5.0,Windows,www.langleynewmedia.com,www.wsdot.wa.gov,Saint Petersburg,America/New_York,27.817801,-82.677299,2010-06-24 13:32:50,2012-03-16 18:49:57
628,Mozilla/5.0,Windows,www.aashtojournal.org,thomas.loc.gov,Milford,America/New_York,39.165901,-84.229599,2011-11-09 17:20:36,2012-03-16 18:49:59
629,Mozilla/5.0,Windows,direct,www.nysdot.gov,Surprise,America/Phoenix,33.6096,-112.377296,2011-10-25 17:25:56,2012-03-16 18:49:58
630,Mozilla/5.0,Windows,t.co,healthfinder.gov,Cuyahoga Falls,America/New_York,41.148201,-81.473602,2012-03-12 12:32:02,2012-03-16 18:49:58
634,Mozilla/5.0,Windows,t.co,www.kingcounty.gov,Seattle,America/Los_Angeles,47.5951,-122.332603,2012-03-02 23:34:57,2012-03-16 18:50:01
635,Mozilla/5.0,Windows,t.co,apod.nasa.gov,Brasa,America/Sao_Paulo,-15.7833,-47.916698,2012-03-16 18:37:48,2012-03-16 18:50:04
636,Mozilla/5.0,Macintosh,www.facebook.com,www.stpaul.gov,Saint Paul,America/Chicago,44.935799,-93.163101,2012-03-16 16:58:39,2012-03-16 18:50:04
637,Mozilla/5.0,iPhone,direct,www.nasa.gov,Hilden,Europe/Berlin,51.166698,6.9333,2009-12-08 23:52:35,2012-03-16 18:50:02
638,Mozilla/4.0,Windows,direct,www.fda.gov,Paramus,America/New_York,40.9445,-74.07,2011-03-28 07:47:59,2012-03-16 18:50:05
639,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Nova Gorica,Europe/Ljubljana,45.961399,13.6436,2012-03-16 18:34:14,2012-03-16 18:50:07
640,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:47:20,2012-03-16 18:50:07
641,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Copenhagen,Europe/Copenhagen,55.666698,12.5833,2012-03-16 18:34:14,2012-03-16 18:50:09
642,Mozilla/5.0,Windows,www.facebook.com,www.cdcr.ca.gov,Lady Lake,America/New_York,28.931801,-81.954102,2009-07-23 14:55:50,2012-03-16 18:50:09
643,Mozilla/5.0,Windows,www.aashtojournal.org,hdl.loc.gov,Washington,America/New_York,38.909698,-77.023102,2012-03-09 17:03:25,2012-03-16 18:50:10
647,Mozilla/5.0,Windows,t.co,apod.nasa.gov,Mexico,America/Mexico_City,19.4342,-99.138603,2012-03-12 05:36:44,2012-03-16 18:50:20
649,Mozilla/5.0,iPad,twitter.com,www.nasa.gov,Tampere,Europe/Helsinki,61.5,23.75,2012-03-13 20:33:30,2012-03-16 18:50:21
650,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Bad,Europe/Bucharest,46.233299,27.6667,2012-03-16 18:34:14,2012-03-16 18:50:21
651,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:50:54,2012-03-16 18:50:23
652,Mozilla/5.0,Windows,www.barackobama.com,www.whitehouse.gov,Skokie,America/Chicago,42.0382,-87.7285,2012-03-15 12:23:59,2012-03-16 18:50:23
653,Mozilla/5.0,iPad,direct,www.michigan.gov,Findlay,America/New_York,41.022099,-83.678902,2012-03-16 12:31:26,2012-03-16 18:50:25
654,Mozilla/5.0,Windows,direct,www.nysdot.gov,Allentown,America/New_York,40.567799,-75.482803,2011-10-25 17:25:56,2012-03-16 18:50:26
655,Mozilla/5.0,Windows,direct,www.nysdot.gov,Carlsbad,America/Los_Angeles,33.115799,-117.287003,2011-10-25 17:25:56,2012-03-16 18:50:26
656,Mozilla/4.0,Windows,www.aashtojournal.org,thomas.loc.gov,Ames,America/Chicago,42.065701,-93.692802,2012-03-16 00:31:02,2012-03-16 18:50:28
657,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 18:50:28
658,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 18:50:28
659,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,34.010399,-84.623901,2009-10-17 08:57:26,2012-03-16 18:50:28
660,Mozilla/5.0,Windows,direct,dnr.wi.gov,Luxemburg,America/Chicago,44.5634,-87.711403,2012-03-16 18:33:34,2012-03-16 18:50:29
662,Mozilla/5.0,Windows,direct,www2.ed.gov,Columbus,America/New_York,40.0532,-83.022003,2011-07-12 16:21:53,2012-03-16 18:50:31
664,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,34.010399,-84.623901,2009-10-17 08:57:26,2012-03-16 18:50:36
665,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Glen Rose,America/Chicago,32.199001,-97.793404,2012-03-16 18:34:14,2012-03-16 18:50:38
666,Mozilla/5.0,Windows,direct,www.nysdot.gov,Hallandale,America/New_York,25.9863,-80.151802,2011-10-25 17:25:56,2012-03-16 18:50:36
667,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:50:38
669,Mozilla/5.0,iPhone,twitter.com,www.nasa.gov,Birmingham,Europe/London,52.466702,-1.9167,2012-03-16 14:30:47,2012-03-16 18:50:41
670,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:54:05,2012-03-16 18:50:44
672,Mozilla/5.0,Windows,plus.url.google.com,www.nasa.gov,Denver,America/Denver,39.743698,-104.979301,2012-03-16 18:34:14,2012-03-16 18:50:44
674,Mozilla/5.0,iPad,direct,www.fda.gov,Z,Europe/Zurich,47.366699,8.55,2012-03-16 16:45:02,2012-03-16 18:50:46
675,Mozilla/5.0,Windows,t.co,www.navy.mil,Gorham,America/New_York,43.722401,-70.462196,2012-03-16 16:09:24,2012-03-16 18:50:46
676,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,34.010399,-84.623901,2009-10-17 08:57:26,2012-03-16 18:50:47
677,Mozilla/5.0,Windows,direct,www.nysdot.gov,Fort Collins,America/Denver,40.561001,-105.053596,2011-10-25 17:25:56,2012-03-16 18:50:47
678,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Cary,America/New_York,35.805901,-78.799698,2010-05-12 13:55:06,2012-03-16 18:50:49
679,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Cary,America/New_York,35.805901,-78.799698,2010-05-12 13:53:31,2012-03-16 18:50:50
680,Mozilla/5.0,Windows,direct,www.nysdot.gov,Carlsbad,America/Los_Angeles,33.115799,-117.287003,2011-10-25 17:25:56,2012-03-16 18:50:50
681,Mozilla/5.0,Windows,t.co,www.ankenyiowa.gov,Columbus,America/New_York,39.996799,-82.988197,2012-03-16 17:55:10,2012-03-16 18:50:52
682,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 18:50:53
683,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 18:50:53
684,Mozilla/5.0,iPhone,twitter.com,www.house.gov,Powder Springs,America/New_York,33.882,-84.7062,2012-03-15 21:48:06,2012-03-16 18:50:54
685,Mozilla/4.0,Windows,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,34.010399,-84.623901,2009-10-17 08:57:26,2012-03-16 18:50:54
686,Mozilla/5.0,Macintosh,direct,www.nasa.gov,Belo Horizonte,America/Sao_Paulo,-19.9167,-43.9333,2012-03-16 17:20:14,2012-03-16 18:50:55
687,Mozilla/5.0,Macintosh,t.co,www.ncbi.nlm.nih.gov,Plano,America/Chicago,33.055901,-96.731102,2012-03-11 22:21:46,2012-03-16 18:50:57
688,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,Castuera,Europe/Madrid,38.716702,-5.55,2012-03-16 18:34:14,2012-03-16 18:50:56
689,Mozilla/5.0,iPad,direct,homeland.house.gov,Las Vegas,America/Los_Angeles,36.168701,-115.284103,2012-03-16 17:29:21,2012-03-16 18:50:57
690,Opera/9.80,Windows,www.facebook.com,www.nasa.gov,Gaziantep,Asia/Istanbul,37.059399,37.3825,2012-03-16 18:34:14,2012-03-16 18:50:58
691,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 18:50:59
692,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 18:50:59
695,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:55:57,2012-03-16 18:51:01
696,Mozilla/5.0,iPad,direct,www.nysdot.gov,Richland,America/New_York,32.094501,-84.657997,2011-10-25 17:25:56,2012-03-16 18:51:02
697,Mozilla/5.0,Macintosh,direct,www.nps.gov,Clinton,America/New_York,43.036098,-75.381699,2012-03-16 18:29:48,2012-03-16 18:51:04
700,Mozilla/5.0,Macintosh,www.barackobama.com,www.whitehouse.gov,Chicago,America/Chicago,41.8876,-87.636803,2012-03-15 12:23:59,2012-03-16 18:51:09
701,Mozilla/5.0,Windows,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:51:10
702,Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,Poway,America/Los_Angeles,32.977402,-117.023201,2012-03-16 14:30:47,2012-03-16 18:51:11
703,Mozilla/4.0,Windows,direct,www.whitehouse.gov,Washington,America/New_York,38.9007,-77.043098,2012-01-31 13:35:02,2012-03-16 18:51:11
705,Mozilla/5.0,Windows,direct,www.cdcr.ca.gov,Pittsburg,America/Los_Angeles,38.0051,-121.838699,2009-07-23 14:55:50,2012-03-16 18:51:15
706,Mozilla/5.0,iPad,twitter.com,www.nasa.gov,Truro,Europe/London,50.2617,-5.0433,2012-03-16 14:30:47,2012-03-16 18:51:13
707,Mozilla/5.0,Windows,t.co,www.whitehouse.gov,Berkeley,America/Los_Angeles,37.878399,-122.2603,2012-03-16 18:14:19,2012-03-16 18:51:15
708,Mozilla/5.0,iPod,direct,www.usace.army.mil,Ajax,America/Rainy_River,43.849998,-79.016701,2012-03-16 18:50:55,2012-03-16 18:51:16
709,Mozilla/5.0,Windows,selco.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:55:06,2012-03-16 18:51:16
710,Mozilla/5.0,Windows,selco.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,42.286499,-71.714699,2010-05-12 13:53:31,2012-03-16 18:51:16
712,Mozilla/4.0,Windows,direct,publications.usa.gov,Douglasville,America/New_York,33.663799,-84.733101,2011-09-10 02:57:58,2012-03-16 18:51:17
713,Mozilla/5.0,Linux,t.co,www.nasa.gov,Fredericksburg,America/New_York,38.302299,-77.484703,2012-03-16 14:30:47,2012-03-16 18:51:18
714,Mozilla/4.0,Windows,togetter.com,www.navy.mil,Nogata,Asia/Tokyo,33.733299,130.733307,2010-08-02 03:57:57,2012-03-16 18:51:19
715,Mozilla/5.0,Windows,direct,www.nysdot.gov,Bergenfield,America/New_York,40.923302,-73.998398,2011-10-25 17:25:56,2012-03-16 18:51:19
716,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,White Plains,America/New_York,41.029099,-73.758003,2011-10-25 17:25:56,2012-03-16 18:51:17
717,Mozilla/4.0,Windows,direct,answers.usa.gov,Pittsburgh,America/New_York,40.453098,-79.929398,2012-01-13 17:50:25,2012-03-16 18:51:18
718,Mozilla/5.0,Windows,t.co,www.nasa.gov,West Jefferson,America/New_York,36.354599,-81.472801,2012-03-16 14:30:47,2012-03-16 18:51:20
719,Mozilla/5.0,Windows,direct,www.nysdot.gov,Concord,America/Los_Angeles,37.979698,-122.0056,2011-10-25 17:25:56,2012-03-16 18:51:20
720,Mozilla/5.0,Macintosh,t.co,apod.nasa.gov,Mexico,America/Mexico_City,19.4342,-99.138603,2012-03-12 05:36:44,2012-03-16 18:51:20
721,Mozilla/5.0,Windows,www.facebook.com,www.drugabuse.gov,Pompano Beach,America/New_York,26.2528,-80.176903,2012-01-19 11:20:33,2012-03-16 18:51:22
722,Mozilla/5.0,iPad,direct,www.nysdot.gov,Richland,America/New_York,32.094501,-84.657997,2011-10-25 17:25:56,2012-03-16 18:51:23
